customer_id,registration_date,acquisition_channel,customer_segment,transaction_date,order_value,product_category
23,2024-10-20,paid_search,basic,2024-11-12,36.4,Books
23,2024-10-20,paid_search,basic,2024-11-20,35.74,Home
24,2024-10-25,social_media,standard,2024-11-01,62.36,Fashion
25,2024-08-29,paid_search,premium,2024-09-23,159.67,Electronics
26,2024-11-19,social_media,premium,2024-12-18,185.54,Electronics
27,2024-09-03,organic,basic,2024-09-09,36.1,Books
28,2024-05-20,social_media,standard,2024-06-11,75.85,Books
28,2024-05-20,social_media,standard,2024-08-14,120.61,Home
28,2024-05-20,social_media,standard,2024-10-02,79.03,Electronics
28,2024-05-20,social_media,standard,2024-10-30,71.92,Fashion
29,2024-06-02,paid_search,standard,2024-06-07,71.76,Home
29,2024-06-02,paid_search,standard,2024-11-14,45.33,Books
29,2024-06-02,paid_search,standard,2024-12-23,45.89,Home
30,2023-10-28,email,standard,2023-11-23,55.2,Fashion
30,2023-10-28,email,standard,2024-06-08,49.25,Electronics
30,2023-10-28,email,standard,2024-05-15,107.94,Books
31,2024-04-20,email,basic,2024-05-14,19.71,Home
31,2024-04-20,email,basic,2024-09-09,35.61,Electronics
31,2024-04-20,email,basic,2024-10-30,27.17,Fashion
32,2024-07-09,referral,standard,2024-07-29,80.69,Fashion
32,2024-07-09,referral,standard,2024-09-23,71.15,Electronics
33,2023-11-01,social_media,standard,2023-11-12,53.83,Electronics
33,2023-11-01,social_media,standard,2023-12-08,65.24,Fashion
33,2023-11-01,social_media,standard,2024-06-11,37.02,Fashion
33,2023-11-01,social_media,standard,2024-02-26,59.79,Books
34,2023-02-10,organic,standard,2023-02-18,93.1,Books
35,2024-07-11,organic,basic,2024-08-09,29.44,Fashion
35,2024-07-11,organic,basic,2024-11-26,31.89,Fashion
35,2024-07-11,organic,basic,2024-11-12,24.64,Fashion
36,2023-08-27,organic,standard,2023-09-11,74.75,Electronics
36,2023-08-27,organic,standard,2023-12-29,60.53,Electronics
36,2023-08-27,organic,standard,2024-07-10,110.32,Electronics
36,2023-08-27,organic,standard,2024-06-13,76.88,Fashion
36,2023-08-27,organic,standard,2024-03-16,63.73,Fashion
36,2023-08-27,organic,standard,2024-01-24,43.33,Home
36,2023-08-27,organic,standard,2024-08-13,46.43,Electronics
37,2024-05-02,social_media,standard,2024-05-23,82.2,Home
37,2024-05-02,social_media,standard,2024-10-01,92.72,Books
38,2024-02-05,organic,premium,2024-02-10,101.16,Fashion
38,2024-02-05,organic,premium,2024-06-11,153.62,Home
38,2024-02-05,organic,premium,2024-12-09,222.12,Fashion
38,2024-02-05,organic,premium,2024-06-03,161.09,Electronics
38,2024-02-05,organic,premium,2024-11-18,132.52,Books
39,2024-05-22,organic,premium,2024-06-06,86.24,Books
39,2024-05-22,organic,premium,2024-07-15,138.91,Home
39,2024-05-22,organic,premium,2024-12-20,122.77,Home
39,2024-05-22,organic,premium,2024-11-22,133.4,Fashion
40,2024-11-12,organic,premium,2024-11-24,99.48,Home
41,2023-04-17,referral,premium,2023-05-08,110.54,Fashion
41,2023-04-17,referral,premium,2023-12-20,127.12,Fashion
41,2023-04-17,referral,premium,2023-11-16,193.76,Fashion
41,2023-04-17,referral,premium,2024-01-18,154.92,Home
41,2023-04-17,referral,premium,2024-04-08,89.22,Home
41,2023-04-17,referral,premium,2024-05-09,84.48,Books
41,2023-04-17,referral,premium,2024-02-09,72.95,Electronics
42,2023-01-28,organic,standard,2023-02-13,63.03,Fashion
42,2023-01-28,organic,standard,2023-05-04,37.16,Electronics
42,2023-01-28,organic,standard,2023-07-15,151.49,Fashion
43,2023-02-03,social_media,standard,2023-03-01,58.05,Books
43,2023-02-03,social_media,standard,2023-05-02,70.58,Electronics
43,2023-02-03,social_media,standard,2023-08-31,72.73,Electronics
43,2023-02-03,social_media,standard,2023-11-17,65.8,Fashion
43,2023-02-03,social_media,standard,2024-04-15,35.34,Fashion
44,2024-08-29,organic,basic,2024-09-05,36.88,Home
45,2023-01-04,organic,basic,2023-01-29,45.96,Home
45,2023-01-04,organic,basic,2023-07-25,28.69,Fashion
45,2023-01-04,organic,basic,2023-10-02,41.53,Electronics
45,2023-01-04,organic,basic,2023-04-23,30.5,Fashion
45,2023-01-04,organic,basic,2023-09-22,31.92,Books
46,2024-07-03,social_media,premium,2024-07-25,78.84,Books
46,2024-07-03,social_media,premium,2024-12-09,128.56,Books
46,2024-07-03,social_media,premium,2024-12-10,245.78,Home
47,2024-08-03,email,basic,2024-08-26,29.2,Home
48,2023-05-17,organic,standard,2023-06-14,77.46,Fashion
48,2023-05-17,organic,standard,2023-08-14,61.86,Fashion
48,2023-05-17,organic,standard,2024-02-13,58.93,Fashion
49,2024-02-14,referral,standard,2024-02-28,57.07,Electronics
49,2024-02-14,referral,standard,2024-08-14,48.68,Fashion
49,2024-02-14,referral,standard,2024-07-26,43.14,Books
49,2024-02-14,referral,standard,2024-06-21,44.92,Books
49,2024-02-14,referral,standard,2024-06-27,98.65,Home
49,2024-02-14,referral,standard,2024-12-16,116.77,Home
50,2024-07-03,email,standard,2024-07-04,69.32,Fashion
50,2024-07-03,email,standard,2024-08-06,63.07,Fashion
51,2023-08-16,paid_search,standard,2023-09-11,89.77,Home
51,2023-08-16,paid_search,standard,2024-01-07,79.24,Home
51,2023-08-16,paid_search,standard,2023-12-22,122.92,Books
51,2023-08-16,paid_search,standard,2023-11-24,67.69,Fashion
51,2023-08-16,paid_search,standard,2024-06-30,77.2,Home
52,2023-12-12,referral,premium,2023-12-15,172.26,Home
52,2023-12-12,referral,premium,2024-05-11,146.82,Electronics
52,2023-12-12,referral,premium,2024-03-31,126.81,Fashion
52,2023-12-12,referral,premium,2024-12-02,123.66,Home
52,2023-12-12,referral,premium,2024-12-22,257.01,Electronics
52,2023-12-12,referral,premium,2024-10-23,140.43,Fashion
53,2023-04-27,social_media,premium,2023-05-23,111.47,Home
53,2023-04-27,social_media,premium,2023-11-22,110.57,Fashion
53,2023-04-27,social_media,premium,2023-12-03,165.94,Fashion
53,2023-04-27,social_media,premium,2023-12-26,68.99,Books
53,2023-04-27,social_media,premium,2023-10-12,110.7,Books
53,2023-04-27,social_media,premium,2023-11-25,86.1,Electronics
53,2023-04-27,social_media,premium,2024-10-17,259.69,Electronics
53,2023-04-27,social_media,premium,2024-06-24,122.15,Home
55,2023-08-10,social_media,premium,2023-09-06,173.15,Home
55,2023-08-10,social_media,premium,2024-04-11,62.5,Home
55,2023-08-10,social_media,premium,2024-06-19,102.53,Electronics
55,2023-08-10,social_media,premium,2024-02-07,138.98,Home
55,2023-08-10,social_media,premium,2024-08-27,111.65,Fashion
55,2023-08-10,social_media,premium,2024-10-20,107.24,Books
55,2023-08-10,social_media,premium,2024-12-03,107.68,Electronics
55,2023-08-10,social_media,premium,2024-09-04,169.91,Electronics
56,2023-01-07,social_media,standard,2023-01-07,59.84,Fashion
56,2023-01-07,social_media,standard,2023-06-15,95.89,Home
56,2023-01-07,social_media,standard,2023-07-04,87.83,Fashion
56,2023-01-07,social_media,standard,2023-12-18,45.81,Fashion
56,2023-01-07,social_media,standard,2023-12-18,62.7,Fashion
57,2023-12-30,organic,basic,2024-01-12,40.33,Electronics
57,2023-12-30,organic,basic,2024-03-08,27.58,Electronics
57,2023-12-30,organic,basic,2024-10-30,56.92,Fashion
57,2023-12-30,organic,basic,2024-11-18,25.58,Electronics
57,2023-12-30,organic,basic,2024-08-14,32.74,Fashion
58,2024-12-27,social_media,basic,2024-12-31,47.66,Home
59,2024-10-07,social_media,standard,2024-10-20,80.66,Books
60,2023-01-29,paid_search,standard,2023-01-30,81.81,Fashion
60,2023-01-29,paid_search,standard,2023-05-07,67.56,Books
60,2023-01-29,paid_search,standard,2023-12-04,58.9,Fashion
60,2023-01-29,paid_search,standard,2023-11-15,72.61,Fashion
61,2024-03-25,organic,premium,2024-04-12,161.29,Electronics
61,2024-03-25,organic,premium,2024-10-29,100.4,Electronics
61,2024-03-25,organic,premium,2024-07-19,80.78,Fashion
61,2024-03-25,organic,premium,2024-09-10,112.13,Books
61,2024-03-25,organic,premium,2024-12-10,176.51,Fashion
61,2024-03-25,organic,premium,2024-12-14,165.03,Fashion
62,2024-10-16,social_media,premium,2024-10-30,86.76,Books
63,2023-06-08,paid_search,standard,2023-06-14,96.01,Home
63,2023-06-08,paid_search,standard,2023-11-04,108.05,Electronics
63,2023-06-08,paid_search,standard,2024-03-03,74.25,Electronics
63,2023-06-08,paid_search,standard,2023-09-21,94.78,Fashion
63,2023-06-08,paid_search,standard,2024-08-11,66.0,Home
64,2023-06-19,referral,premium,2023-07-17,102.75,Electronics
64,2023-06-19,referral,premium,2024-01-19,183.15,Books
64,2023-06-19,referral,premium,2024-04-09,72.45,Electronics
64,2023-06-19,referral,premium,2023-11-20,70.8,Fashion
64,2023-06-19,referral,premium,2024-04-10,109.66,Fashion
64,2023-06-19,referral,premium,2024-10-04,94.26,Fashion
65,2023-10-20,organic,premium,2023-10-25,154.0,Fashion
65,2023-10-20,organic,premium,2024-04-19,127.71,Home
65,2023-10-20,organic,premium,2024-02-08,114.75,Electronics
65,2023-10-20,organic,premium,2024-03-20,98.46,Fashion
65,2023-10-20,organic,premium,2024-10-16,74.93,Fashion
65,2023-10-20,organic,premium,2024-11-20,122.69,Electronics
66,2024-05-31,organic,basic,2024-06-17,36.83,Home
66,2024-05-31,organic,basic,2024-12-06,34.97,Home
66,2024-05-31,organic,basic,2024-11-26,17.84,Home
66,2024-05-31,organic,basic,2024-09-26,26.89,Electronics
67,2023-11-28,organic,standard,2023-12-03,91.26,Fashion
67,2023-11-28,organic,standard,2024-05-21,52.63,Fashion
67,2023-11-28,organic,standard,2024-03-03,86.22,Electronics
67,2023-11-28,organic,standard,2024-05-16,50.92,Fashion
68,2023-02-09,email,standard,2023-03-07,79.06,Home
68,2023-02-09,email,standard,2023-04-24,86.75,Electronics
68,2023-02-09,email,standard,2023-10-07,94.73,Fashion
68,2023-02-09,email,standard,2023-11-13,110.83,Home
68,2023-02-09,email,standard,2023-10-19,62.64,Fashion
68,2023-02-09,email,standard,2023-08-16,54.51,Home
68,2023-02-09,email,standard,2023-10-28,79.36,Electronics
68,2023-02-09,email,standard,2023-09-18,78.93,Home
68,2023-02-09,email,standard,2024-05-17,64.98,Electronics
69,2023-01-17,organic,standard,2023-01-29,58.56,Home
70,2023-11-22,organic,premium,2023-11-25,165.6,Fashion
70,2023-11-22,organic,premium,2024-05-14,88.19,Fashion
70,2023-11-22,organic,premium,2024-07-31,100.64,Home
70,2023-11-22,organic,premium,2024-10-03,212.88,Books
70,2023-11-22,organic,premium,2024-03-27,168.76,Home
70,2023-11-22,organic,premium,2024-06-16,104.63,Home
70,2023-11-22,organic,premium,2024-06-14,116.0,Books
70,2023-11-22,organic,premium,2024-09-25,83.1,Electronics
70,2023-11-22,organic,premium,2024-08-26,177.17,Home
71,2023-05-10,email,standard,2023-06-07,72.3,Electronics
71,2023-05-10,email,standard,2023-07-25,121.81,Fashion
71,2023-05-10,email,standard,2023-12-02,50.78,Electronics
71,2023-05-10,email,standard,2024-04-20,99.24,Fashion
72,2023-06-12,organic,standard,2023-06-28,52.97,Electronics
72,2023-06-12,organic,standard,2023-09-02,66.75,Fashion
72,2023-06-12,organic,standard,2024-02-25,49.03,Home
72,2023-06-12,organic,standard,2024-03-08,66.69,Fashion
72,2023-06-12,organic,standard,2024-05-02,46.81,Home
73,2023-09-30,social_media,standard,2023-10-21,43.43,Books
73,2023-09-30,social_media,standard,2024-01-09,82.92,Home
73,2023-09-30,social_media,standard,2024-01-31,64.42,Fashion
74,2023-11-16,paid_search,basic,2023-11-27,34.73,Electronics
74,2023-11-16,paid_search,basic,2024-01-30,34.96,Fashion
74,2023-11-16,paid_search,basic,2024-04-15,24.73,Books
74,2023-11-16,paid_search,basic,2024-07-23,32.76,Books
74,2023-11-16,paid_search,basic,2024-03-16,35.28,Electronics
74,2023-11-16,paid_search,basic,2024-08-28,33.17,Fashion
75,2023-06-15,social_media,standard,2023-07-01,56.2,Books
75,2023-06-15,social_media,standard,2024-02-02,116.63,Home
75,2023-06-15,social_media,standard,2023-09-23,106.0,Fashion
77,2023-05-07,paid_search,standard,2023-05-29,64.01,Home
77,2023-05-07,paid_search,standard,2023-10-05,133.97,Home
78,2024-07-20,paid_search,standard,2024-07-31,117.54,Fashion
78,2024-07-20,paid_search,standard,2024-09-24,79.79,Books
78,2024-07-20,paid_search,standard,2024-11-15,49.91,Home
79,2024-03-20,organic,premium,2024-04-05,142.13,Home
79,2024-03-20,organic,premium,2024-07-23,106.13,Fashion
79,2024-03-20,organic,premium,2024-08-22,122.79,Home
80,2023-09-25,paid_search,standard,2023-10-04,77.14,Electronics
80,2023-09-25,paid_search,standard,2023-12-04,64.14,Fashion
80,2023-09-25,paid_search,standard,2024-03-13,111.18,Books
80,2023-09-25,paid_search,standard,2024-05-01,120.28,Home
80,2023-09-25,paid_search,standard,2024-06-15,78.32,Fashion
81,2023-06-12,social_media,standard,2023-06-22,68.2,Fashion
81,2023-06-12,social_media,standard,2024-01-22,39.37,Electronics
81,2023-06-12,social_media,standard,2024-04-23,57.46,Electronics
81,2023-06-12,social_media,standard,2024-06-11,83.5,Electronics
82,2024-07-29,paid_search,standard,2024-08-12,72.46,Home
83,2023-01-20,organic,standard,2023-02-15,71.67,Fashion
83,2023-01-20,organic,standard,2023-03-02,38.44,Fashion
84,2023-10-03,referral,basic,2023-10-04,22.02,Home
85,2023-06-27,paid_search,standard,2023-07-16,81.41,Books
85,2023-06-27,paid_search,standard,2024-01-20,84.13,Fashion
86,2023-12-07,organic,standard,2023-12-29,51.03,Home
86,2023-12-07,organic,standard,2024-08-10,67.87,Fashion
86,2023-12-07,organic,standard,2024-06-28,69.44,Fashion
86,2023-12-07,organic,standard,2024-07-19,78.3,Home
87,2023-12-11,social_media,standard,2024-01-05,81.5,Fashion
87,2023-12-11,social_media,standard,2024-08-16,77.57,Home
87,2023-12-11,social_media,standard,2024-04-21,50.15,Electronics
87,2023-12-11,social_media,standard,2024-08-25,64.71,Home
88,2023-11-20,social_media,standard,2023-12-19,60.11,Fashion
88,2023-11-20,social_media,standard,2024-07-05,47.71,Electronics
88,2023-11-20,social_media,standard,2024-04-20,42.75,Electronics
88,2023-11-20,social_media,standard,2024-09-28,47.49,Fashion
88,2023-11-20,social_media,standard,2024-12-10,58.45,Home
88,2023-11-20,social_media,standard,2024-08-05,102.44,Electronics
88,2023-11-20,social_media,standard,2024-05-20,86.3,Electronics
89,2023-11-24,paid_search,standard,2023-12-19,42.92,Books
90,2023-02-12,email,basic,2023-03-06,36.84,Home
90,2023-02-12,email,basic,2023-06-01,43.95,Electronics
90,2023-02-12,email,basic,2023-11-01,38.08,Home
91,2023-11-20,referral,standard,2023-12-05,129.44,Electronics
91,2023-11-20,referral,standard,2024-05-23,76.09,Home
92,2024-10-09,paid_search,standard,2024-10-19,59.53,Home
93,2023-03-25,paid_search,basic,2023-04-03,40.83,Home
93,2023-03-25,paid_search,basic,2023-08-24,75.13,Fashion
94,2024-06-04,social_media,premium,2024-06-26,135.83,Fashion
94,2024-06-04,social_media,premium,2024-09-10,140.44,Fashion
94,2024-06-04,social_media,premium,2024-12-29,96.26,Electronics
95,2024-03-16,paid_search,basic,2024-03-18,19.98,Electronics
95,2024-03-16,paid_search,basic,2024-11-03,19.36,Home
96,2023-10-07,organic,premium,2023-10-07,73.56,Electronics
96,2023-10-07,organic,premium,2024-03-07,192.82,Fashion
96,2023-10-07,organic,premium,2024-06-18,174.0,Books
96,2023-10-07,organic,premium,2024-01-09,112.51,Books
96,2023-10-07,organic,premium,2024-03-01,80.15,Books
96,2023-10-07,organic,premium,2024-04-23,153.65,Home
97,2024-01-16,paid_search,premium,2024-02-06,141.88,Electronics
97,2024-01-16,paid_search,premium,2024-09-22,122.77,Home
97,2024-01-16,paid_search,premium,2024-10-09,75.24,Home
97,2024-01-16,paid_search,premium,2024-04-26,69.47,Electronics
97,2024-01-16,paid_search,premium,2024-09-27,102.24,Books
97,2024-01-16,paid_search,premium,2024-10-09,78.68,Electronics
98,2023-09-05,paid_search,basic,2023-09-11,38.27,Books
98,2023-09-05,paid_search,basic,2023-11-11,47.27,Books
98,2023-09-05,paid_search,basic,2024-06-16,28.52,Electronics
99,2023-12-07,paid_search,standard,2023-12-28,49.21,Home
99,2023-12-07,paid_search,standard,2024-05-27,71.74,Home
99,2023-12-07,paid_search,standard,2024-07-11,67.95,Books
99,2023-12-07,paid_search,standard,2024-08-10,56.69,Home
99,2023-12-07,paid_search,standard,2024-04-18,79.73,Electronics
99,2023-12-07,paid_search,standard,2024-10-14,82.22,Fashion
100,2023-07-25,referral,standard,2023-08-07,53.46,Books
100,2023-07-25,referral,standard,2023-10-16,59.96,Home
100,2023-07-25,referral,standard,2023-10-17,92.58,Electronics
100,2023-07-25,referral,standard,2024-02-16,68.74,Books
100,2023-07-25,referral,standard,2023-12-16,51.06,Home
101,2024-08-02,organic,standard,2024-08-07,42.59,Home
101,2024-08-02,organic,standard,2024-09-05,102.05,Home
102,2023-09-10,social_media,standard,2023-10-07,58.23,Books
102,2023-09-10,social_media,standard,2024-03-01,63.93,Books
102,2023-09-10,social_media,standard,2024-02-13,73.45,Electronics
103,2023-04-11,social_media,standard,2023-04-30,70.06,Home
103,2023-04-11,social_media,standard,2023-07-11,47.78,Home
103,2023-04-11,social_media,standard,2023-09-09,104.81,Fashion
103,2023-04-11,social_media,standard,2023-07-23,61.97,Electronics
104,2024-05-24,organic,premium,2024-05-28,84.67,Electronics
104,2024-05-24,organic,premium,2024-11-29,89.06,Books
105,2024-08-16,paid_search,standard,2024-08-16,69.35,Fashion
105,2024-08-16,paid_search,standard,2024-11-13,65.97,Fashion
107,2024-02-20,referral,standard,2024-02-27,62.46,Electronics
108,2023-03-28,social_media,premium,2023-04-01,57.82,Home
108,2023-03-28,social_media,premium,2023-08-14,126.88,Books
108,2023-03-28,social_media,premium,2023-10-12,99.91,Fashion
109,2023-09-18,paid_search,basic,2023-09-27,50.08,Fashion
110,2024-09-14,organic,basic,2024-10-01,32.85,Electronics
111,2024-01-05,paid_search,premium,2024-01-14,115.85,Home
111,2024-01-05,paid_search,premium,2024-02-20,87.71,Books
111,2024-01-05,paid_search,premium,2024-06-26,66.53,Fashion
111,2024-01-05,paid_search,premium,2024-11-02,118.36,Electronics
111,2024-01-05,paid_search,premium,2024-09-02,221.49,Books
111,2024-01-05,paid_search,premium,2024-10-29,108.04,Home
111,2024-01-05,paid_search,premium,2024-08-19,141.5,Electronics
112,2024-02-01,organic,basic,2024-02-11,49.05,Electronics
112,2024-02-01,organic,basic,2024-03-23,27.54,Books
112,2024-02-01,organic,basic,2024-12-14,39.46,Home
113,2024-07-15,organic,standard,2024-08-02,57.57,Home
113,2024-07-15,organic,standard,2024-10-12,77.25,Books
114,2023-12-28,social_media,basic,2024-01-06,45.85,Fashion
114,2023-12-28,social_media,basic,2024-08-30,57.76,Home
114,2023-12-28,social_media,basic,2024-10-01,39.4,Home
114,2023-12-28,social_media,basic,2024-05-31,50.12,Books
115,2024-08-20,email,basic,2024-09-13,29.15,Fashion
116,2024-01-12,social_media,standard,2024-01-26,117.52,Books
116,2024-01-12,social_media,standard,2024-09-24,62.09,Fashion
116,2024-01-12,social_media,standard,2024-10-27,115.91,Electronics
116,2024-01-12,social_media,standard,2024-10-29,55.88,Fashion
117,2023-07-07,email,premium,2023-08-05,254.99,Home
117,2023-07-07,email,premium,2024-01-11,108.4,Books
117,2023-07-07,email,premium,2023-11-03,166.43,Home
117,2023-07-07,email,premium,2024-03-04,78.35,Electronics
117,2023-07-07,email,premium,2024-01-18,147.88,Home
117,2023-07-07,email,premium,2024-06-12,159.83,Home
117,2023-07-07,email,premium,2024-06-23,105.42,Home
117,2023-07-07,email,premium,2024-06-26,91.99,Home
118,2024-09-19,organic,basic,2024-09-24,50.48,Home
119,2023-03-19,social_media,standard,2023-03-29,83.36,Electronics
119,2023-03-19,social_media,standard,2023-07-20,59.75,Electronics
119,2023-03-19,social_media,standard,2023-07-07,88.23,Electronics
119,2023-03-19,social_media,standard,2023-07-21,95.43,Electronics
119,2023-03-19,social_media,standard,2024-05-31,66.02,Electronics
120,2023-02-18,paid_search,basic,2023-02-24,14.79,Electronics
120,2023-02-18,paid_search,basic,2023-06-27,33.35,Fashion
120,2023-02-18,paid_search,basic,2023-10-17,30.45,Electronics
121,2024-06-26,referral,standard,2024-07-19,63.1,Books
122,2024-09-09,organic,standard,2024-09-30,99.14,Fashion
122,2024-09-09,organic,standard,2024-11-21,65.15,Electronics
123,2024-09-10,organic,basic,2024-09-10,33.27,Home
124,2024-11-02,social_media,basic,2024-11-13,36.18,Books
125,2023-11-09,paid_search,basic,2023-11-13,23.46,Electronics
125,2023-11-09,paid_search,basic,2024-03-02,72.22,Books
126,2024-03-20,organic,premium,2024-03-21,162.57,Home
126,2024-03-20,organic,premium,2024-07-13,60.48,Electronics
126,2024-03-20,organic,premium,2024-06-04,80.33,Fashion
126,2024-03-20,organic,premium,2024-08-21,141.59,Fashion
126,2024-03-20,organic,premium,2024-07-22,104.9,Books
126,2024-03-20,organic,premium,2024-12-19,219.31,Home
126,2024-03-20,organic,premium,2024-12-10,159.31,Fashion
127,2024-07-24,paid_search,premium,2024-08-06,97.58,Books
128,2024-12-26,organic,standard,2024-12-28,71.77,Books
129,2024-03-02,email,basic,2024-03-25,45.59,Books
129,2024-03-02,email,basic,2024-11-06,27.44,Books
130,2024-07-20,social_media,premium,2024-07-25,158.82,Electronics
130,2024-07-20,social_media,premium,2024-10-25,131.22,Home
131,2024-10-10,email,standard,2024-10-15,87.95,Fashion
132,2024-06-20,organic,premium,2024-07-17,109.55,Home
132,2024-06-20,organic,premium,2024-11-04,66.75,Books
133,2023-06-05,email,premium,2023-06-26,152.35,Fashion
133,2023-06-05,email,premium,2023-07-19,144.47,Home
133,2023-06-05,email,premium,2024-03-02,103.62,Home
133,2023-06-05,email,premium,2024-05-07,131.19,Books
133,2023-06-05,email,premium,2023-11-18,130.64,Books
133,2023-06-05,email,premium,2023-11-02,111.03,Books
133,2023-06-05,email,premium,2024-08-04,155.85,Books
134,2023-05-23,organic,premium,2023-06-15,80.13,Fashion
134,2023-05-23,organic,premium,2023-07-29,101.07,Fashion
134,2023-05-23,organic,premium,2023-08-25,80.74,Home
134,2023-05-23,organic,premium,2023-09-19,116.53,Electronics
134,2023-05-23,organic,premium,2024-06-26,183.28,Books
134,2023-05-23,organic,premium,2024-09-27,134.82,Fashion
134,2023-05-23,organic,premium,2024-08-19,97.37,Electronics
134,2023-05-23,organic,premium,2024-09-27,90.64,Home
134,2023-05-23,organic,premium,2024-05-17,166.22,Books
134,2023-05-23,organic,premium,2024-11-17,133.98,Books
135,2023-11-16,social_media,standard,2023-11-29,121.5,Fashion
135,2023-11-16,social_media,standard,2024-01-25,79.6,Fashion
135,2023-11-16,social_media,standard,2024-04-09,91.67,Electronics
136,2024-09-23,organic,premium,2024-09-27,94.17,Books
137,2023-12-09,paid_search,standard,2023-12-27,56.48,Fashion
137,2023-12-09,paid_search,standard,2024-01-27,83.3,Home
137,2023-12-09,paid_search,standard,2024-03-05,100.32,Books
